Nombre del Centro;Nº de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional;Posición
CONSULTORIO DE ATENCION PRIMARIA DE LEDRADA;37-C232-0328;AV. DE ESPAÑA 36;37732;LEDRADA;SALAMANCA;923591089;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE LEDRADA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.467623, -5.7209968
CONSULTORIO DE ATENCION PRIMARIA DE LIEGOS;24-C232-0297;CL. SAN PELAYO 0;24994;LIEGOS;LEON;987742304;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;JUNTA VECINAL DE LIEGOS P2400030I;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;43.0094888, -5.0690465
CONSULTORIO DE ATENCION PRIMARIA DE LLANILLO;09-C232-0216;CL. LAS ESCUELAS S/N;09127;LLANILLO;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLE DE VALDELUCIO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.717955, -4.10421
CONSULTORIO DE ATENCION PRIMARIA DE LOMAS;34-C232-0103;CL. SANTA ANA 3;34449;LOMAS;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE LOMAS DE CAMPOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.2740157, -4.5513631
CONSULTORIO DE ATENCION PRIMARIA DE LOVINGOS;40-C232-0135;CL. CALLEJAS 13;40231;LOVINGOS;SEGOVIA;610213887;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;ENTIDAD LOCAL MENOR DE LOVINGOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.4069536, -4.2231636
CONSULTORIO DE ATENCION PRIMARIA DE LUGAN;24-C232-0312;CL. LAS ESCUELAS 4;24152;LUGAN;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VEGAQUEMADA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.7688951, -5.3351069
CONSULTORIO DE ATENCION PRIMARIA DE LURDA LA;37-C232-0327;CL. LA SALUD 5;37810;LURDA (LA);SALAMANCA;923386263;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE GARCIHERNANDEZ;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.856155, -5.4196685
CONSULTORIO DE ATENCION PRIMARIA DE MAGAZ DE ABAJO;24-C232-0756;CL. REAL 57;24410;MAGAZ DE ABAJO;LEON;987450237;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CAMPONARAYA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.5791426, -6.6924171
CONSULTORIO DE ATENCION PRIMARIA DE MAGAZ DE ARRIBA;24-C232-0754;PZ. LA PICOTA 2;24546;MAGAZ DE ARRIBA;LEON;987553306;987548023;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ARGANZA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.6150253, -6.6793953
CONSULTORIO DE ATENCION PRIMARIA DE MAGAZOS;05-C232-0134;CL. ALDEASECA, S/N;05216;MAGAZOS;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE NAVA DE AREVALO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.0045563, -4.8063515
CONSULTORIO DE ATENCION PRIMARIA DE MAHAMUD;09-C232-0222;PZ. MAYOR;09342;MAHAMUD;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MAHAMUD;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.102785, -3.9964263
CONSULTORIO DE ATENCION PRIMARIA DE MAILLO EL;37-C232-0323;CL. DEL POZO 37;37621;MAILLO (EL);SALAMANCA;923485511;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MAILLO EL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.5656741, -6.1816747
CONSULTORIO DE ATENCION PRIMARIA DE MALPARTIDA;37-C232-0322;PZ. MAYOR 0;37313;MALPARTIDA;SALAMANCA;923170468;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MALPARTIDA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.7628716, -5.2323221
CONSULTORIO DE ATENCION PRIMARIA DE MAMBRILLAS DE LARA;09-C232-0224;CR. DE CAMPOLARA, S/N;09640;MAMBRILLAS DE LARA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MAMBRILLAS DE LARA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.0943064, -3.4621788
CONSULTORIO DE ATENCION PRIMARIA DE MANCERA DE ABAJO;37-C232-0321;PZ. DE LA PAZ 0;37179;MANCERA DE ABAJO;SALAMANCA;923560001;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MANCERA DE ABAJO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.839684, -5.198925
CONSULTORIO DE ATENCION PRIMARIA DE MANGANESES DE LA LAMPREANA;49-C232-0152;CL. GUARDIA CIVIL 1;49130;MANGANESES DE LA LAMPREANA;ZAMORA;980589111;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE ZAMORA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.7517838, -5.7118711
CONSULTORIO DE ATENCION PRIMARIA DE MANQUILLOS;34-C232-0106;CL. LA IGLESIA 2;34429;MANQUILLOS;PALENCIA;979154140;979154140;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MANQUILLOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.2054502, -4.5703552
CONSULTORIO DE ATENCION PRIMARIA DE MANZANEDO;09-C232-0230;CL. BARRIO SAN GINES, S/N;09558;MANZANEDO;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLE DE MANZANEDO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.900565, -3.665968
CONSULTORIO DE ATENCION PRIMARIA DE MARAZOLEJA;40-C232-0139;CL. RAMON HERRANZ 27;40132;MARAZOLEJA;SEGOVIA;921495656;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MARAZOLEJA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.9618975, -4.3387
CONSULTORIO DE ATENCION PRIMARIA DE MARCILLA DE CAMPOS;34-C232-0108;CL. MAYOR 24;34469;MARCILLA DE CAMPOS;PALENCIA;979810351;97981051;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MARCILLA DE CAMPOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.3170525, -4.3951817
CONSULTORIO DE ATENCION PRIMARIA DE MARLIN;05-C232-0139;CL. IGLESIA, S/N;05140;MARLIN;AVILA;920208267;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.7102965, -4.8267826
CONSULTORIO DE ATENCION PRIMARIA DE MARTIHERRERO;05-C232-0140;CL. CAMINO DE LA COLILLA, S/N;05140;MARTIHERRERO;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.675252, -4.7677706
CONSULTORIO DE ATENCION PRIMARIA DE MARTIN DE YELTES;37-C232-0319;CL. CAÑADA REAL 0;37494;MARTIN DE YELTES;SALAMANCA;923440077;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MARTIN DE YELTES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.7757398, -6.2924281
CONSULTORIO DE ATENCION PRIMARIA DE MARTIN MUÑOZ DE LAS POSADAS;40-C232-0143;CL. ESPINO, 1;40446;MARTIN MUÑOZ DE LAS POSADAS;SEGOVIA;626225277;920311004;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MARTIN MUÑOZ DE LAS POSADAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.9936063, -4.5949373
CONSULTORIO DE ATENCION PRIMARIA DE MARUGAN;40-C232-0144;CL. VILLACASTIN 22;40142;MARUGAN;SEGOVIA;921196281;921196193;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MARUGAN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.8946084, -4.3840647
CONSULTORIO DE ATENCION PRIMARIA DE MASUECO;37-C232-0313;CL. BARRIO NUEVO 0;37251;MASUECO;SALAMANCA;923505378;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ALMENDRA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.201205, -6.5909299
CONSULTORIO DE ATENCION PRIMARIA DE MECERREYES;09-C232-0239;CL. LA IGLESIA 25;09346;MECERREYES;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MECERREYES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.0949425, -3.5733091
CONSULTORIO DE ATENCION PRIMARIA DE MEDIANA DE VOLTOYA;05-C232-0143;PZ. DE ESPAÑA, 2;05194;MEDIANA DE VOLTOYA;AVILA;920203228;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.7005847, -4.5636642
CONSULTORIO DE ATENCION PRIMARIA DE MEDINILLA;05-C232-0144;CL. JOSE ANTONIO,  54;05619;MEDINILLA;AVILA;923418339;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA REGIONAL DE SALUD DE CASTILLA Y LEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.4394789, -5.6163969
CONSULTORIO DE ATENCION PRIMARIA DE MEDINILLA DE LA DEHESA;09-C232-0242;CL. CAMINO CAVIA 1;09230;MEDINILLA DE LA DEHESA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESTEPAR;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.3074301, -3.8249554
CONSULTORIO DE ATENCION PRIMARIA DE MELGOSA;09-C232-0245;CL. BAJA REAL, S/N;09000;MELGOSA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLE DE LAS NAVAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.482854849999995, -3.582752789888087
CONSULTORIO DE ATENCION PRIMARIA DE MENGAMUÑOZ;05-C232-0145;CL. SOLANILLA, S/N;05131;MENGAMUÑOZ;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA REGIONAL DE SALUD DE CASTILLA Y LEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.4983821, -5.0079214
CONSULTORIO DE ATENCION PRIMARIA DE MIGUELAÑEZ;40-C232-0184;PZ. MAYOR 1;40441;MIGUELAÑEZ;SEGOVIA;921566230;921566230;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MIGUELAÑEZ;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.13977, -4.384668
CONSULTORIO DE ATENCION PRIMARIA DE MIJARES;05-C232-0148;TR. LAS LANCHAS, S/N;05461;MIJARES;AVILA;920385119;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.2982429, -4.8368254
CONSULTORIO DE ATENCION PRIMARIA DE MILANO EL;37-C232-0304;CR. DE MIEZA 0;37256;MILANO (EL);SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MILANO EL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.0642608, -6.5105081
CONSULTORIO DE ATENCION PRIMARIA DE MINGORRIA;05-C232-0149;PZ. DE LA CONSTITUCION, 15;05280;MINGORRIA;AVILA;920200001;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.7512629, -4.6653684
CONSULTORIO DE ATENCION PRIMARIA DE MODUBAR DE LA EMPAREDADA;09-C232-0251;CL. OLIMPO S/N;09620;MODUBAR DE LA EMPAREDADA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MODUBAR DE LA EMPAREDADA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.2472829, -3.6667324
CONSULTORIO DE ATENCION PRIMARIA DE MOLINA DE UBIERNA (LA);09-C232-0255;CL. ENCIMERA 9;09591;MOLINA DE UBIERNA (LA);BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MERINDAD DE RIO UBIERNA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.5127884, -3.627279
CONSULTORIO DE ATENCION PRIMARIA DE MONCALVILLO;09-C232-0258;CL. LAVADERO, S/N;09691;MONCALVILLO;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONCALVILLO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.9540912, -3.1983309
CONSULTORIO DE ATENCION PRIMARIA DE MONFORTE DE LA SIERRA;37-C232-0299;CR. MOGARRAZ 6;37618;MONFORTE DE LA SIERRA;SALAMANCA;923418001;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONFORTE DE LA SIERRA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.4824611, -6.0562465
CONSULTORIO DE ATENCION PRIMARIA DE MONLEON;37-C232-0410;CL. CARRETERA 1;37765;MONLEON;SALAMANCA;923150072;923150072;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONLEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.5859014, -5.8458882
CONSULTORIO DE ATENCION PRIMARIA DE MONTEALEGRE;24-C232-0365;CL. CALZADA SN;24379;MONTEALEGRE;LEON;987633162;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLAGATON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.5803992, -6.3138669
CONSULTORIO DE ATENCION PRIMARIA DE MONTEJO;37-C232-0294;PZ. DEL ALTOZANO 1;37795;MONTEJO;SALAMANCA;923381009;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONTEJO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.631862, -5.621842
CONSULTORIO DE ATENCION PRIMARIA DE MONTEJO DE AREVALO;40-C232-0185;CL. GINEBRA, 34;40468;MONTEJO DE AREVALO;SEGOVIA;920309015;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONTEJO DE AREVALO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.1386739, -4.6621816
CONSULTORIO DE ATENCION PRIMARIA DE MONTEJO DE LA VEGA DE LA SERREZUELA;40-C232-0186;LA. PUENTE CHICO 2;40542;MONTEJO DE LA VEGA DE LA SERREZUELA;SEGOVIA;921532323;921532323;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONTEJO DE LA VEGA DE LA SERREZUEL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.54924, -3.65156
CONSULTORIO DE ATENCION PRIMARIA DE MONTERRUBIO DE LA SIERRA;37-C232-0290;CL. PONTON 2;37781;MONTERRUBIO DE LA SIERRA;SALAMANCA;923344176;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONTERRUBIO DE LA SIERRA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.69049, -5.7239811
CONSULTORIO DE ATENCION PRIMARIA DE MONTORIO;09-C232-0580;CL. BURGOS 16;09125;MONTORIO;BURGOS;947154040;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONTORIO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.5906998, -3.766998
CONSULTORIO DE ATENCION PRIMARIA DE MONZON DE CAMPOS;34-C232-0116;PZ. MAYOR 1;34410;MONZON DE CAMPOS;PALENCIA;979808193;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MONZON DE CAMPOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.1165655, -4.4936839
CONSULTORIO DE ATENCION PRIMARIA DE MORADILLO DE ROA;09-C232-0273;CL. ESTEFANIA ARROYO ZUÑIGA, S/N;09462;MORADILLO DE ROA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MORADILLO DE ROA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.5331007, -3.8010547
CONSULTORIO DE ATENCION PRIMARIA DE MORALEJA DE CUELLAR;40-C232-0357;PZ. MAYOR 6;40233;MORALEJA DE CUELLAR;SEGOVIA;921164000;921164688;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE OLOMBRADA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.4120827, -4.195495
CONSULTORIO DE ATENCION PRIMARIA DE MORALEJA DEL VINO;49-C232-0175;CL. MORERAS s/n;49150;MORALEJA DEL VINO;ZAMORA;980571056;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO MORALEJA DEL VINO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.4644261, -5.6553413
CONSULTORIO DE ATENCION PRIMARIA DE MORASVERDES;37-C232-0289;CR. ALDEHUELA 2-4;37590;MORASVERDES;SALAMANCA;923485316;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MORASVERDES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.6204652, -6.2463776
CONSULTORIO DE ATENCION PRIMARIA DE MORATINOS;34-C232-0117;PZ. MAYOR 1;34349;MORATINOS;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MORATINOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.3605564, -4.9264597
CONSULTORIO DE ATENCION PRIMARIA DE MORIÑIGO;37-C290-0018;CL. LA PLATA 1;37337;MORIÑIGO;SALAMANCA;923360650;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MORIÑIGO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.969534, -5.414934
CONSULTORIO DE ATENCION PRIMARIA DE MORISCOS;37-C232-0439;CL. LARGA DE MEDINA. 8;37430;MORISCOS;SALAMANCA;923361430;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MORISCOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.0068811, -5.5853042
CONSULTORIO DE ATENCION PRIMARIA DE MOZARBEZ;37-C232-0284;CL. CARRETERA 28;37796;MOZARBEZ;SALAMANCA;923308255;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MOZARBEZ;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.8488348, -5.7083686
CONSULTORIO DE ATENCION PRIMARIA DE MOZONCILLO DE JUARROS;09-C232-0275;CL. ALTA, S/N;09198;MOZONCILLO DE JUARROS;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE IBEAS DE JUARROS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.2910343, -3.5325461
CONSULTORIO DE ATENCION PRIMARIA DE MUDA;34-C232-0119;CL. VERGARA;34839;MUDA;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MUDA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.8756238, -4.3967757
CONSULTORIO DE ATENCION PRIMARIA DE MUDRIAN;40-C232-0193;PZ. MAYOR 1;40295;MUDRIAN;SEGOVIA;921567820;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN MARTIN Y MUDRIAN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.2230119, -4.3318684
CONSULTORIO DE ATENCION PRIMARIA DE MUÑEZ;05-C232-0155;CL. JOSE MARIA JIMENEZ, S/N;05540;MUÑEZ;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA REGIONAL DE SALUD DE CASTILLA Y LEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.6096401, -4.997272
CONSULTORIO DE ATENCION PRIMARIA DE MUÑOTELLO;05-C232-0162;CL. IGLESIA, 15;05550;MUÑOTELLO;AVILA;920230111;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.542336, -5.040215
CONSULTORIO DE ATENCION PRIMARIA DE NARAYOLA;24-C232-0385;CL. CAMPO 114;24410;NARAYOLA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CAMPONARAYA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;42.5743153, -6.6941279
CONSULTORIO DE ATENCION PRIMARIA DE NARRILLOS DE SAN LEONARDO;05-C232-0367;CL. IGLESIA, 3;05160;NARRILLOS DE SAN LEONARDO;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA DE ASISTENCIA SANITARIA DE AVILA;OTRAS ENTIDADES/ORGANISMOS PUBLIC.DEP.AUTONOMICA;40.682064, -4.631751
CONSULTORIO DE ATENCION PRIMARIA DE NARRILLOS DEL ALAMO;05-C232-0320;CL. CONSTITUCION;05154;NARRILLOS DEL ALAMO;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GERENCIA REGIONAL DE SALUD DE CASTILLA Y LEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.5674851, -5.4657263
CONSULTORIO DE ATENCION PRIMARIA DE NARROS DE MATALAYEGUA;37-C232-0282;CL. CARRETERA 0;37464;NARROS DE MATALAYEGUA;SALAMANCA;923390008;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE NARROS DE MATALAYEGUA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;40.6990633, -5.9268707
CONSULTORIO DE ATENCION PRIMARIA DE NAVA DE ROA;09-C232-0281;PZ. MAYOR;09318;NAVA DE ROA;BURGOS;947550018;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE NAVA DE ROA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA;41.611981, -3.9636816
